SITE NUMBER,SITE NAME,SITE ALIAS,STREET ADDRESS,TOWN,COUNTY,PROGRAM,AREA-ACRES,IC CONTROLS,STATUS,SUBSTATUS,STATUS DATE,LATITUDE,LONGITUDE,x,y
REM00518,VAHLSING WAREHOUSE,,STATION ROAD,EASTON,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/30/1984,46.66369822,-67.90507405,-67.90507404999994,46.66369822000007
REM00519,MARINE TRADE CENTER,THE BOAT SCHOOL; FIRST PERRY REALTY LLC,16 DEEP COVE ROAD,EASTPORT,WASHINGTON,UNCONTROLLED SITES,20.8,FALSE,REMEDIATION STAGE,ONGOING,12/10/2023,44.90658863,-67.0130876,-67.01308759999995,44.906588630000044
REM00520,BOGGY BROOK REGIONAL VOCATIONAL CENTER,,BOGGY BROOK ROAD,ELLSWORTH,HANCOCK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/29/2017,44.575346,-68.458463,-68.45846299999994,44.57534600000008
REM00521,ROBBINS PROPERTY,PORTLAND BANGOR WASTE OIL ELLSWORTH,ROUTE 1A,ELLSWORTH,HANCOCK,UNCONTROLLED SITES,1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/30/2010,44.57227128,-68.46588894,-68.46588893999996,44.57227128000005
REM00523,CENTRAL MAINE DISPOSAL CORP.,FAIRFIELD CENTER,ROUTE 104 MIDDLE ROAD,FAIRFIELD,SOMERSET,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,SOLID WASTE,8/20/2008,44.64034,-69.670603,-69.67060299999997,44.64034000000004
REM00525,LORING ILS OUTER MARKER ANNEX 3,D01ME0131,TURNER ROAD,FORT FAIRFIELD,AROOSTOOK,FEDERAL FACILITIES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/28/1992,46.83697272,-67.85642423,-67.85642422999996,46.83697272000006
REM00525,LORING ILS OUTER MARKER ANNEX 3,D01ME0131,TURNER ROAD,FORT FAIRFIELD,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/28/1992,46.83697272,-67.85642423,-67.85642422999996,46.83697272000006
REM00526,CHARETTE FARM,DIS #170,CHARETTE HILL ROAD,FORT KENT,AROOSTOOK,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,12/31/1949,47.25786962,-68.57253005,-68.57253004999995,47.257869620000065
REM00527,GOODWINS,DIS #252,"ROUTE 182, CHERRYFIELD ROAD",FRANKLIN,HANCOCK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.589073,-68.223712,-68.22371199999998,44.58907300000004
REM00531,GARLAND POND,"DIS #196, #204, & #277",ROUTE 94,GARLAND,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,8/11/1987,45.03593,-69.160631,-69.16063099999997,45.035930000000064
REM00533,GLENBURN TOWN OFFICE,AIR FORCE RADAR FACILITY,LAKEVIEW ROAD,GLENBURN,PENOBSCOT,FEDERAL FACILITIES,9.09,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/8/2008,44.91298392,-68.8251682,-68.82516819999995,44.912983920000045
REM00533,GLENBURN TOWN OFFICE,AIR FORCE RADAR FACILITY,LAKEVIEW ROAD,GLENBURN,PENOBSCOT,UNCONTROLLED SITES,9.09,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/8/2008,44.91298392,-68.8251682,-68.82516819999995,44.912983920000045
REM00537,GRAND LAKE STREAM,,GRAND LAKE STREAM ROAD,GRAND LAKE STREAM PLT,WASHINGTON,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,2/16/1987,45.189175,-67.738131,-67.73813099999995,45.189175000000034
REM00542,DOW PINES RECREATION AREA,,,GREAT POND,HANCOCK,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/24/2008,44.95261862,-68.28360075,-68.28360074999995,44.95261862000007
REM00542,DOW PINES RECREATION AREA,,,GREAT POND,HANCOCK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/24/2008,44.95261862,-68.28360075,-68.28360074999995,44.95261862000007
REM00543,UNIVERSITY OF MAINE,,SPRINGBRIDGE ROAD,GREENBUSH,PENOBSCOT,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/24/2008,45.13090346,-68.58474899,-68.58474898999998,45.13090346000007
REM00545,CANADIAN PACIFIC RAILROAD,DIS #217,ROUTE 15,GREENVILLE,PISCATAQUIS,UNCONTROLLED SITES,,FALSE,REMEDIATION STAGE,ONGOING,1/31/2024,45.47584564,-69.6243523,-69.62435229999994,45.475845640000045
REM00546,SAWYERS ENVIRONMENTAL RECOVERY FAC,DIS #151,358 EMERSON MILL ROAD,HAMPDEN,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/24/2008,44.76754563,-68.86492344,-68.86492343999998,44.76754563000003
REM00547,LANE'S CONSTRUCTION,DIS #187,ROUTE 1A,HAMPDEN,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/24/2008,44.77025838,-68.79476039,-68.79476038999996,44.77025838000003
REM00548,HANCOCK ELLSWORTH TANNERS INC.,,49 TANNERY RD,HANCOCK,HANCOCK,UNCONTROLLED SITES,9.47,FALSE,REMEDIATION STAGE,ONGOING,3/24/2024,44.54141166,-68.32165351,-68.32165350999998,44.54141166000005
REM00548,HANCOCK ELLSWORTH TANNERS INC.,,49 TANNERY RD,HANCOCK,HANCOCK,VRAP,9.47,FALSE,REMEDIATION STAGE,ONGOING,3/24/2024,44.54141166,-68.32165351,-68.32165350999998,44.54141166000005
REM00551,IRVING TANNING - MAIN STREET FACILITY,PRIME TANNING; TASMAN LEATHER GROUP LLC,9 MAIN STREET,HARTLAND,SOMERSET,UNCONTROLLED SITES,27,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/29/2024,44.88278774,-69.44861097,-69.44861096999995,44.882787740000026
REM00552,HARTLAND POLLUTION CONTROL FAC,,PITTSFIELD AVENUE,HARTLAND,SOMERSET,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,12/31/1949,44.87839404,-69.44659935,-69.44659934999999,44.878394040000046
REM00553,BANGOR & AROOSTOOK RAILROAD,"CAMPDAVIS, LLC PROPERTY OF ERDT REALTY","NO. MAIN JUNCTION, ROUTE 2",HERMON,PENOBSCOT,UNCONTROLLED SITES,13.38,TRUE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),6/9/2021,44.79052211,-68.8643737,-68.86437369999999,44.79052211000004
REM00555,UNITED CLEANING CENTER,,34 BANGOR ROAD,HOULTON,AROOSTOOK,UNCONTROLLED SITES,0.14,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/24/2024,46.1242825,-67.84287289,-67.84287288999997,46.12428250000005
REM00557,L.E. MACNAIR BUILDING,,FRANKLIN STREET,HOULTON,AROOSTOOK,UNCONTROLLED SITES,2.49,TRUE,TRANSFERRED TO OTHER DIVISION,OIL,4/30/2019,46.121497,-67.84564,-67.84563999999995,46.12149700000003
REM00558,GREEN STREET SITE,,GREEN STREET,HOULTON,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,46.11971697,-67.84964483,-67.84964482999999,46.11971697000007
REM00559,MECHANIC STREET SITE,,MECHANIC STREET,HOULTON,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/24/2008,46.12667319,-67.83944402,-67.83944401999997,46.126673190000076
REM00560,OLD HOWLAND TANNERY,,OLD COUNTY ROAD,HOWLAND,PENOBSCOT,UNCONTROLLED SITES,25,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/22/2014,45.23678568,-68.65641204,-68.65641203999996,45.236785680000025
REM00561,BRIAN WOZNEAK RESIDENCE,,PINE GROVE SUBDIVISION,HUDSON,PENOBSCOT,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/25/2008,45.00150937,-68.88790974,-68.88790973999994,45.001509370000065
REM00562,OTIS MILL,,1 MILL STREET,JAY,FRANKLIN,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,44.47940706,-70.19719245,-70.19719244999999,44.47940706000003
REM00563,IP-OLD SLUDGE DISPOSAL,,CORNELIO ROAD,JAY,FRANKLIN,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,44.504231,-70.241171,-70.24117099999995,44.50423100000006
REM00564,IP-ANDROSCOGGIN MILL,"VERSO PAPER, PIXELLE, INTERNATIONAL PAPER, JGT2",300 RILEY ROAD,JAY,FRANKLIN,UNCONTROLLED SITES,1034,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/11/2023,44.50246272,-70.24294016,-70.24294015999993,44.50246272000004
REM00565,ALLEN'S GARAGE,,ROUTE 17 (NORTH JAY),JAY,FRANKLIN,UNCONTROLLED SITES,1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/6/2025,44.547489,-70.238896,-70.23889599999995,44.54748900000004
REM00573,KINGFIELD WOOD PRODUCTS,,OFF DEPOT ROAD,KINGFIELD,FRANKLIN,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/25/2008,44.95788617,-70.15969407,-70.15969406999994,44.95788617000005
REM00576,LAKEVILLE LANDFILL,,BOTTLE LAKE ROAD,LAKEVILLE,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,45.32107096,-68.06915887,-68.06915886999997,45.32107096000004
REM00586,LORING AIR FORCE BASE,,42 CSG/CC,LIMESTONE,AROOSTOOK,SUPERFUND,,TRUE,REMEDIATION STAGE,ONGOING,12/31/1949,46.93341798,-67.8975512,-67.89755119999995,46.93341798000006
REM00586,LORING AIR FORCE BASE,,42 CSG/CC,LIMESTONE,AROOSTOOK,FEDERAL FACILITIES,,TRUE,REMEDIATION STAGE,ONGOING,12/31/1949,46.93341798,-67.8975512,-67.89755119999995,46.93341798000006
REM00586,LORING AIR FORCE BASE,,42 CSG/CC,LIMESTONE,AROOSTOOK,UNCONTROLLED SITES,,TRUE,REMEDIATION STAGE,ONGOING,12/31/1949,46.93341798,-67.8975512,-67.89755119999995,46.93341798000006
REM00587,NIKE LO-31,FUDS D01ME0076,HOWARD ROAD,LIMESTONE,AROOSTOOK,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/25/2008,46.9268987,-67.79682897,-67.79682896999998,46.92689870000004
REM00587,NIKE LO-31,FUDS D01ME0076,HOWARD ROAD,LIMESTONE,AROOSTOOK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/25/2008,46.9268987,-67.79682897,-67.79682896999998,46.92689870000004
REM00699,STEVEN'S GARAGE,,U.S. ROUTE 1,LITTLETON,AROOSTOOK,UNCONTROLLED SITES,1.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,46.24137079,-67.84044674,-67.84044673999995,46.241370790000076
REM00700,STEVEN'S SCRAP YARD,,ROUTE 1 & SHAW ROAD,LITTLETON,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,11/30/2015,46.248106,-67.840854,-67.84085399999998,46.248106000000064
REM00701,HENDERSON'S FARM,,STATION ROAD,LITTLETON,AROOSTOOK,UNCONTROLLED SITES,101,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/5/2000,46.24200258,-67.84779711,-67.84779710999999,46.242002580000076
REM00708,MAINE WILD BLUEBERRY,,ELM STREET,MACHIAS,WASHINGTON,UNCONTROLLED SITES,19.5,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/8/2008,44.71514802,-67.44930562,-67.44930561999996,44.71514802000007
REM00709,FORMER RADAR TRACKING FACILITY,MACH GATR,BASE ROAD,MACHIASPORT,WASHINGTON,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,44.62904785,-67.39490351,-67.39490350999995,44.62904785000006
REM00709,FORMER RADAR TRACKING FACILITY,MACH GATR,BASE ROAD,MACHIASPORT,WASHINGTON,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,44.62904785,-67.39490351,-67.39490350999995,44.62904785000006
REM00710,LOUIS COTE LANDFILL,,GOLF COURSE ROAD,MADAWASKA,AROOSTOOK,UNCONTROLLED SITES,20,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/31/2008,47.216471,-68.213311,-68.21331099999998,47.21647100000007
REM00713,GREEN HILL QUARRY,,GREEN HILL ROAD,MEDDYBEMPS,WASHINGTON,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,45.03673905,-67.38547556,-67.38547555999997,45.03673905000005
REM00715,SMITH'S JUNKYARD SOUTH ANNEX,SMITH'S JUNKYARD,ROUTE 191,MEDDYBEMPS,WASHINGTON,UNCONTROLLED SITES,25,FALSE,INVESTIGATION STAGE,ONGOING,3/30/2007,45.01613872,-67.38468975,-67.38468974999995,45.01613872000007
REM00716,C. SMITH PROPERTY,HARRY SMITH'S MOTHERS HOUSE,ROUTE 214,MEDDYBEMPS,WASHINGTON,UNCONTROLLED SITES,1,FALSE,REMEDIATION STAGE,ONGOING,1/10/2022,45.038723,-67.357257,-67.35725699999995,45.03872300000006
REM00717,BOISE CASCADE - FARRINGTON MTN.,,FARRINGTON MTN,MEXICO,OXFORD,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/22/2008,44.54503924,-70.5008644,-70.50086439999995,44.54503924000005
REM00718,BOISE CASCADE (OLSKY),OLSKY LANDFILL,NO STREET ADDRESS,MEXICO,OXFORD,UNCONTROLLED SITES,1.43,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/29/2004,44.546492,-70.509381,-70.50938099999996,44.54649200000006
REM00720,GREAT NORTHERN PAPER MILL #1,,1 KATAHDIN AVENUE,MILLINOCKET,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/31/2024,45.64547723,-68.70757353,-68.70757352999993,45.64547723000004
REM00721,OLD METAL DUMP,DIS #255,BROWNVILLE ROAD,MILO,PISCATAQUIS,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,45.24367418,-68.98546482,-68.98546481999995,45.24367418000003
REM00724,MONROE SALT WORKS,,JACKSON ROAD,MONROE,WALDO,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.614874,-69.017404,-69.01740399999994,44.61487400000004
REM00725,QUARRY,DIS #121,OFF ROUTE 15,MONSON,PISCATAQUIS,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,45.284893,-69.498953,-69.49895299999997,45.28489300000007
REM00726,IVA ADAMS PROPERTY,,MCCLUSKEY ROAD,MONTICELLO,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,46.35658813,-67.78783277,-67.78783276999997,46.356588130000034
REM00728,MOUNT VERNON PALLET MILL,ERB PROPERTY,ROUTE 41,MOUNT VERNON,KENNEBEC,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,44.50333724,-69.98774,-69.98773999999997,44.503337240000064
REM00800,FLO-JO CONTRACTING,,ROUTE 27,NEW SHARON,FRANKLIN,UNCONTROLLED SITES,59.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.60262414,-69.9318482,-69.93184819999993,44.602624140000046
REM00731,CONSOLIDATED WASTE SERVICES,(CURRENTLY) WASTE MANAGEMENT SERVICES OF MAINE,"SERVICES,  AIRPORT ROAD",NORRIDGEWOCK,SOMERSET,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,44.70593528,-69.82558324,-69.82558323999996,44.70593528000006
REM00733,"CANADIAN CHAINS, INC.",,ROUTE 2,NORRIDGEWOCK,SOMERSET,UNCONTROLLED SITES,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/27/1997,44.739529,-69.752314,-69.75231399999996,44.73952900000006
REM00733,"CANADIAN CHAINS, INC.",,ROUTE 2,NORRIDGEWOCK,SOMERSET,VRAP,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/27/1997,44.739529,-69.752314,-69.75231399999996,44.73952900000006
REM00742,ROUTE 175,DIS #142,,ORLAND,HANCOCK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,44.561742,-68.73966652,-68.73966651999996,44.56174200000004
REM00743,GRAVEL PITS,DIS #248,JOHNSON MILL ROAD,ORRINGTON,PENOBSCOT,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.7365271,-68.77590927,-68.77590926999994,44.736527100000046
REM00744,LCP,INTERNATIONAL MINERALS & CHEMICAL CORP (IMC),ROUTE 15,ORRINGTON,PENOBSCOT,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.74352058,-68.81964194,-68.81964193999994,44.74352058000005
REM00748,OLD STORES,DIS #181,"OLD ROUTE 3, BRANCH MILLS",PALERMO,WALDO,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.40792746,-69.47279693,-69.47279692999996,44.40792746000005
REM00759,GAS STATION,DIS # 207,ROUTE 1,PEMBROKE,WASHINGTON,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,44.94981842,-67.17769251,-67.17769250999999,44.94981842000004
REM00760,DUGA PROPERTY,,,PEMBROKE,WASHINGTON,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,44.94730339,-67.17501652,-67.17501651999999,44.94730339000006
REM00761,LORING COMMUNICATIONS ANNEX,,MOUSEM ROAD,PERHAM,AROOSTOOK,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,46.85156699,-68.23164635,-68.23164634999995,46.85156699000004
REM00761,LORING COMMUNICATIONS ANNEX,,MOUSEM ROAD,PERHAM,AROOSTOOK,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,46.85156699,-68.23164635,-68.23164634999995,46.85156699000004
REM00762,ARGENTA CORPORATION,,,PERRY,WASHINGTON,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),6/30/2020,44.939002,-67.064511,-67.06451099999998,44.93900200000007
REM00765,EDWARD CO (UNIT OF GENERAL SIGNAL CORP),UTC-PITTSFIELD,MAIN STREET,PITTSFIELD,SOMERSET,UNCONTROLLED SITES,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/11/2016,44.785224,-69.380445,-69.38044499999995,44.78522400000003
REM00766,HOWS CORNER,"HOWS CORNER SUPERFUND SITE, WEST SITE HOWS CORNER, WEST SITE - PLYMOUTH",SAWYER ROAD,PLYMOUTH,PENOBSCOT,SUPERFUND,17,TRUE,REMEDIATION STAGE,ONGOING,1/24/2010,44.740391,-69.182448,-69.18244799999997,44.740391000000045
REM00766,HOWS CORNER,"HOWS CORNER SUPERFUND SITE, WEST SITE HOWS CORNER, WEST SITE - PLYMOUTH",SAWYER ROAD,PLYMOUTH,PENOBSCOT,UNCONTROLLED SITES,17,TRUE,REMEDIATION STAGE,ONGOING,1/24/2010,44.740391,-69.182448,-69.18244799999997,44.740391000000045
REM00788,LORING LAUNDRY ANNEX,,CENTRAL DRIVE,PRESQUE ISLE,AROOSTOOK,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,ONGOING,3/31/2008,46.69615679,-68.03934178,-68.03934177999997,46.69615679000003
REM00788,LORING LAUNDRY ANNEX,,CENTRAL DRIVE,PRESQUE ISLE,AROOSTOOK,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,3/31/2008,46.69615679,-68.03934178,-68.03934177999997,46.69615679000003
REM00790,AROOSTOOK STATE FARM,,"ROUTE 1, (S. MAIN STREET)",PRESQUE ISLE,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/28/2016,46.65838535,-68.01336175,-68.01336174999994,46.65838535000006
REM00792,MACCAVOY'S,DIS#202,OFF HAWES STREAM ROAD,PROSPECT,WALDO,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/1/2009,44.53983582,-68.90016186,-68.90016185999997,44.539835820000064
REM00793,"KENTS HILL LUMBER CO, INC.",,100 MAIN STREET (KENTS HILL),READFIELD,KENNEBEC,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/20/1992,44.406916,-70.009099,-70.00909899999994,44.40691600000008
REM00796,OLD CANNERY SITE,DIS #245,ROUTE 1,ROBBINSTON,WASHINGTON,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/1/2009,45.077517,-67.106429,-67.10642899999993,45.07751700000006
REM00800,FLO-JO CONTRACTING,,ROUTE 27,NEW SHARON,FRANKLIN,VRAP,59.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.60262414,-69.9318482,-69.93184819999993,44.602624140000046
REM00802,CATALYST PAPER - ND,"BOISE CASCADE, NEW PAGE, MEAD",35 HARTFORD STREET,RUMFORD,OXFORD,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),3/11/2020,44.54887759,-70.54520447,-70.54520446999999,44.548877590000075
REM00840,IRVING OIL,,STATION STREET,SEARSPORT,WALDO,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,9/29/2004,44.45779636,-68.90042901,-68.90042900999998,44.45779636000003
REM00841,DEFENSE FUEL SUPPORT POINT (DLA),,TRUDY ROAD,SEARSPORT,WALDO,FEDERAL FACILITIES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/22/2008,44.45779076,-68.9044438,-68.90444379999997,44.45779076000008
REM00841,DEFENSE FUEL SUPPORT POINT (DLA),,TRUDY ROAD,SEARSPORT,WALDO,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/22/2008,44.45779076,-68.9044438,-68.90444379999997,44.45779076000008
REM00843,SEBEC LAKE,DIS #188,CAMP RD #338,SEBEC,PISCATAQUIS,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/2/2009,45.26726632,-69.13889907,-69.13889906999998,45.26726632000003
REM00845,"S.D. WARREN , DIVISION OF SCOTT PAPER CO.",,ROUTE 201,SKOWHEGAN,SOMERSET,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,9/19/2018,44.70559015,-69.64931688,-69.64931687999996,44.705590150000035
REM00846,NORTHEAST DORAN,,SKOWHEGAN NORTHGATE IND. PARK,SKOWHEGAN,SOMERSET,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.787329,-69.717646,-69.71764599999995,44.78732900000006
REM02295,BEALS BOAT LANDING,,ALLEYS BAY ROAD,BEALS,WASHINGTON,BROWNFIELDS,0.31,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,4/22/2020,44.51565332,-67.59008654,-67.59008653999996,44.51565332000007
REM02296,MIDDLE RIVER PARCEL,,SUNRISE TRAIL & ROUTE 192,MACHIAS,WASHINGTON,BROWNFIELDS,107,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,4/23/2020,44.722118,-67.458713,-67.45871299999993,44.72211800000008
REM02298,HOME SUPPLY CENTER,,12-28 WASHINGTON STREET,BELFAST,WALDO,BROWNFIELDS,1.1,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/28/2024,44.42710105,-69.00770396,-69.00770395999996,44.42710105000003
REM02138,MDOT MAINTENANCE LOT,,48 OLD COUNTY ROAD,PEMBROKE,WASHINGTON,VRAP,1.56,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/26/2014,44.94774958,-67.18117972,-67.18117971999999,44.94774958000005
REM02301,CAMP LUMBER MILL,,51 MILL ROAD,PORTAGE LAKE,AROOSTOOK,VRAP,8.61,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),3/12/2014,46.75761603,-68.50187077,-68.50187076999998,46.757616030000065
