SITE NUMBER,SITE NAME,SITE ALIAS,STREET ADDRESS,TOWN,COUNTY,PROGRAM,AREA-ACRES,IC CONTROLS,STATUS,SUBSTATUS,STATUS DATE,LATITUDE,LONGITUDE,x,y
REM00580,"FIRESLATE, INC.",VON MEHL SITE,6 FIRESLATE PLACE,LEWISTON,ANDROSCOGGIN,UNCONTROLLED SITES,19,TRUE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,7/10/2017,44.142803,-70.163302,-70.16330199999999,44.14280300000007
REM00581,FOSS ROAD PROPERTY SITE,,"FOSS RD, TAX MAP 12B LOT 12",LEWISTON,ANDROSCOGGIN,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,44.05670277,-70.13672417,-70.13672416999998,44.05670277000007
REM00584,HARRY'S PIT,,DOLE RIDGE ROAD,LIMERICK,YORK,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,11/28/2023,43.68994,-70.764562,-70.76456199999996,43.689940000000036
REM00585,LIMERICK MILL COMPLEX,,ROUTE 11,LIMERICK,YORK,UNCONTROLLED SITES,7,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/7/2008,43.697852,-70.785842,-70.78584199999995,43.69785200000007
REM00585,LIMERICK MILL COMPLEX,,ROUTE 11,LIMERICK,YORK,VRAP,7,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/7/2008,43.697852,-70.785842,-70.78584199999995,43.69785200000007
REM00586,LORING AIR FORCE BASE,,42 CSG/CC,LIMESTONE,AROOSTOOK,SUPERFUND,,TRUE,REMEDIATION STAGE,ONGOING,12/31/1949,46.93341798,-67.8975512,-67.89755119999995,46.93341798000006
REM00586,LORING AIR FORCE BASE,,42 CSG/CC,LIMESTONE,AROOSTOOK,FEDERAL FACILITIES,,TRUE,REMEDIATION STAGE,ONGOING,12/31/1949,46.93341798,-67.8975512,-67.89755119999995,46.93341798000006
REM00586,LORING AIR FORCE BASE,,42 CSG/CC,LIMESTONE,AROOSTOOK,UNCONTROLLED SITES,,TRUE,REMEDIATION STAGE,ONGOING,12/31/1949,46.93341798,-67.8975512,-67.89755119999995,46.93341798000006
REM00587,NIKE LO-31,FUDS D01ME0076,HOWARD ROAD,LIMESTONE,AROOSTOOK,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/25/2008,46.9268987,-67.79682897,-67.79682896999998,46.92689870000004
REM00587,NIKE LO-31,FUDS D01ME0076,HOWARD ROAD,LIMESTONE,AROOSTOOK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/25/2008,46.9268987,-67.79682897,-67.79682896999998,46.92689870000004
REM00589,HASEY'S PROPERTY,,EAST SHORE HORNE POND,LIMINGTON,YORK,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,12/31/1949,43.776067,-70.68291,-70.68290999999994,43.77606700000007
REM00592,MILLINGTON ENTERPRISES-THURLOW ROAD,THURLOW ROAD SITE,THURLOW ROAD,LINCOLNVILLE,WALDO,UNCONTROLLED SITES,29.2,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),12/31/2019,44.28189844,-69.09143163,-69.09143162999999,44.28189844000008
REM00693,BONAFIDE DUMP SITE,,RIDGE ROAD,LISBON,ANDROSCOGGIN,UNCONTROLLED SITES,7.4,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),7/22/2021,44.03092066,-70.10171946,-70.10171945999997,44.03092066000005
REM00694,MAINE ELECTRONICS,,19 SAINT ANNE ST,LISBON,ANDROSCOGGIN,UNCONTROLLED SITES,,TRUE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/14/2017,44.03668121,-70.1042893,-70.10428929999995,44.03668121000004
REM00695,FARWELL MILL,,244 LISBON STREET,LISBON,ANDROSCOGGIN,UNCONTROLLED SITES,,TRUE,INVESTIGATION STAGE,ONGOING,6/22/2021,44.03119895,-70.10366511,-70.10366510999995,44.03119895000003
REM00697,B & J BODY SHOP,DIS #254,NORTH OAK HILL ROAD,LITCHFIELD,KENNEBEC,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,44.16501,-69.970401,-69.97040099999998,44.16501000000005
REM00698,S. OAKHILL ROAD,DIS #232,SO. OAKHILL ROAD,LITCHFIELD,KENNEBEC,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,44.167541,-69.99444,-69.99443999999994,44.16754100000003
REM00699,STEVEN'S GARAGE,,U.S. ROUTE 1,LITTLETON,AROOSTOOK,UNCONTROLLED SITES,1.2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/25/2008,46.24137079,-67.84044674,-67.84044673999995,46.241370790000076
REM00700,STEVEN'S SCRAP YARD,,ROUTE 1 & SHAW ROAD,LITTLETON,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,11/30/2015,46.248106,-67.840854,-67.84085399999998,46.248106000000064
REM00701,HENDERSON'S FARM,,STATION ROAD,LITTLETON,AROOSTOOK,UNCONTROLLED SITES,101,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/5/2000,46.24200258,-67.84779711,-67.84779710999999,46.242002580000076
REM00703,SAFFORD'S GARAGE,DIS #184,ROUTE 4,LIVERMORE,ANDROSCOGGIN,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/18/2008,44.391292,-70.230764,-70.23076399999997,44.39129200000008
REM00705,FORMER FUEL DEPOT,PHOENIX RESOURCES; LONG ISLAND FUEL FACILITY,LONG ISLAND AVENUE,LONG ISLAND,CUMBERLAND,FEDERAL FACILITIES,178,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/8/1998,43.690898,-70.158558,-70.15855799999997,43.69089800000006
REM00705,FORMER FUEL DEPOT,PHOENIX RESOURCES; LONG ISLAND FUEL FACILITY,LONG ISLAND AVENUE,LONG ISLAND,CUMBERLAND,UNCONTROLLED SITES,178,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/8/1998,43.690898,-70.158558,-70.15855799999997,43.69089800000006
REM00706,TORPEDO BOAT DEFENSE SITE,D01ME0110,"EASTERN AVE (NE INSTALLATION), JERRYS POINT ROAD (SW INSTALLATION)",LONG ISLAND,CUMBERLAND,FEDERAL FACILITIES,42.08,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/22/2008,43.67788128,-70.16655041,-70.16655040999996,43.677881280000065
REM00706,TORPEDO BOAT DEFENSE SITE,D01ME0110,"EASTERN AVE (NE INSTALLATION), JERRYS POINT ROAD (SW INSTALLATION)",LONG ISLAND,CUMBERLAND,UNCONTROLLED SITES,42.08,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/22/2008,43.67788128,-70.16655041,-70.16655040999996,43.677881280000065
REM00707,DAVIS ROAD OIL PIT,,DAVIS ROAD,LYMAN,YORK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/31/2008,43.48433,-70.608585,-70.60858499999995,43.48433000000006
REM00708,MAINE WILD BLUEBERRY,,ELM STREET,MACHIAS,WASHINGTON,UNCONTROLLED SITES,19.5,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/8/2008,44.71514802,-67.44930562,-67.44930561999996,44.71514802000007
REM00709,FORMER RADAR TRACKING FACILITY,MACH GATR,BASE ROAD,MACHIASPORT,WASHINGTON,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,44.62904785,-67.39490351,-67.39490350999995,44.62904785000006
REM00709,FORMER RADAR TRACKING FACILITY,MACH GATR,BASE ROAD,MACHIASPORT,WASHINGTON,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,44.62904785,-67.39490351,-67.39490350999995,44.62904785000006
REM00710,LOUIS COTE LANDFILL,,GOLF COURSE ROAD,MADAWASKA,AROOSTOOK,UNCONTROLLED SITES,20,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/31/2008,47.216471,-68.213311,-68.21331099999998,47.21647100000007
REM00711,MARCAL PAPER COMPANY,WATERFALLS TISSUE CORP,34 ELM STREET,MECHANIC FALLS,ANDROSCOGGIN,UNCONTROLLED SITES,25,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/30/1994,44.11270145,-70.38619549,-70.38619548999998,44.11270145000003
REM00711,MARCAL PAPER COMPANY,WATERFALLS TISSUE CORP,34 ELM STREET,MECHANIC FALLS,ANDROSCOGGIN,VRAP,25,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/30/1994,44.11270145,-70.38619549,-70.38619548999998,44.11270145000003
REM00712,MAINE WOOD TREATERS,,WALKER ROAD,MECHANIC FALLS,ANDROSCOGGIN,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.09996051,-70.36657519,-70.36657518999993,44.099960510000074
REM00713,GREEN HILL QUARRY,,GREEN HILL ROAD,MEDDYBEMPS,WASHINGTON,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,45.03673905,-67.38547556,-67.38547555999997,45.03673905000005
REM00715,SMITH'S JUNKYARD SOUTH ANNEX,SMITH'S JUNKYARD,ROUTE 191,MEDDYBEMPS,WASHINGTON,UNCONTROLLED SITES,25,FALSE,INVESTIGATION STAGE,ONGOING,3/30/2007,45.01613872,-67.38468975,-67.38468974999995,45.01613872000007
REM00716,C. SMITH PROPERTY,HARRY SMITH'S MOTHERS HOUSE,ROUTE 214,MEDDYBEMPS,WASHINGTON,UNCONTROLLED SITES,1,FALSE,REMEDIATION STAGE,ONGOING,1/10/2022,45.038723,-67.357257,-67.35725699999995,45.03872300000006
REM00717,BOISE CASCADE - FARRINGTON MTN.,,FARRINGTON MTN,MEXICO,OXFORD,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/22/2008,44.54503924,-70.5008644,-70.50086439999995,44.54503924000005
REM00718,BOISE CASCADE (OLSKY),OLSKY LANDFILL,NO STREET ADDRESS,MEXICO,OXFORD,UNCONTROLLED SITES,1.43,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/29/2004,44.546492,-70.509381,-70.50938099999996,44.54649200000006
REM00720,GREAT NORTHERN PAPER MILL #1,,1 KATAHDIN AVENUE,MILLINOCKET,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/31/2024,45.64547723,-68.70757353,-68.70757352999993,45.64547723000004
REM00721,OLD METAL DUMP,DIS #255,BROWNVILLE ROAD,MILO,PISCATAQUIS,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,45.24367418,-68.98546482,-68.98546481999995,45.24367418000003
REM00722,HIGHMOOR FARM,,ROUTE 202,MONMOUTH,KENNEBEC,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,44.232296,-70.069218,-70.06921799999998,44.232296000000076
REM00724,MONROE SALT WORKS,,JACKSON ROAD,MONROE,WALDO,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.614874,-69.017404,-69.01740399999994,44.61487400000004
REM00725,QUARRY,DIS #121,OFF ROUTE 15,MONSON,PISCATAQUIS,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,45.284893,-69.498953,-69.49895299999997,45.28489300000007
REM00726,IVA ADAMS PROPERTY,,MCCLUSKEY ROAD,MONTICELLO,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,46.35658813,-67.78783277,-67.78783276999997,46.356588130000034
REM00727,STANLEY BROOK,,,MOUNT DESERT,HANCOCK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/31/1949,44.29643116,-68.24141585,-68.24141584999995,44.296431160000054
REM00728,MOUNT VERNON PALLET MILL,ERB PROPERTY,ROUTE 41,MOUNT VERNON,KENNEBEC,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,44.50333724,-69.98774,-69.98773999999997,44.503337240000064
REM00729,INDUSTRIAL ENGINE,DIS#256,FLAGG MILL ROAD,NAPLES,CUMBERLAND,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,43.998735,-70.580431,-70.58043099999998,43.99873500000007
REM00800,FLO-JO CONTRACTING,,ROUTE 27,NEW SHARON,FRANKLIN,UNCONTROLLED SITES,59.6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.60262414,-69.9318482,-69.93184819999993,44.602624140000046
REM00731,CONSOLIDATED WASTE SERVICES,(CURRENTLY) WASTE MANAGEMENT SERVICES OF MAINE,"SERVICES,  AIRPORT ROAD",NORRIDGEWOCK,SOMERSET,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,44.70593528,-69.82558324,-69.82558323999996,44.70593528000006
REM00733,"CANADIAN CHAINS, INC.",,ROUTE 2,NORRIDGEWOCK,SOMERSET,UNCONTROLLED SITES,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/27/1997,44.739529,-69.752314,-69.75231399999996,44.73952900000006
REM00733,"CANADIAN CHAINS, INC.",,ROUTE 2,NORRIDGEWOCK,SOMERSET,VRAP,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/27/1997,44.739529,-69.752314,-69.75231399999996,44.73952900000006
REM00735,"CHEM-WASTE, INC. STORAGE",,"SITE, VARNEY CROSSING",NORTH BERWICK,YORK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,43.293143,-70.744299,-70.74429899999996,43.29314300000004
REM00736,FIELD,DIS #259,CORNER GREENFIELD & ELM ST.,NORWAY,OXFORD,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2009,44.209705,-70.540302,-70.54030199999994,44.20970500000004
REM00737,HUNT'S CORNER RD - PUMPING STA.,DIS #199,HUNT'S CORNER ROAD,NORWAY,OXFORD,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,44.22093537,-70.58991408,-70.58991407999997,44.22093537000006
REM00738,"ENGINEERING INDUSTRIES, INC.",RESPONSIBLE PET CARE DBA PAWSIBILITIES,124 WATERFORD ROAD,NORWAY,OXFORD,UNCONTROLLED SITES,3.14,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/30/2021,44.21848475,-70.58516621,-70.58516620999995,44.21848475000007
REM00739,FRENATTE & ROSS SAND PITS,DISC # 123,ROSS ROAD,OLD ORCHARD BEACH,YORK,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,4/13/2006,43.52404234,-70.41514704,-70.41514703999997,43.52404234000005
REM00740,TRAILER PARK,DISC #274,105 SMITHWHEEL ROAD,OLD ORCHARD BEACH,YORK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,5/22/2008,43.51816875,-70.40523617,-70.40523616999997,43.51816875000003
REM00742,ROUTE 175,DIS #142,,ORLAND,HANCOCK,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,44.561742,-68.73966652,-68.73966651999996,44.56174200000004
REM00743,GRAVEL PITS,DIS #248,JOHNSON MILL ROAD,ORRINGTON,PENOBSCOT,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.7365271,-68.77590927,-68.77590926999994,44.736527100000046
REM00744,LCP,INTERNATIONAL MINERALS & CHEMICAL CORP (IMC),ROUTE 15,ORRINGTON,PENOBSCOT,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.74352058,-68.81964194,-68.81964193999994,44.74352058000005
REM00745,JUNKYARD,,BELL HILL ROAD,OTISFIELD,OXFORD,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,9/29/2004,44.111404,-70.576226,-70.57622599999996,44.11140400000005
REM00747,"CORNWALL INDUSTRIES, INC.",,ROUTE 26,OXFORD,OXFORD,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,44.18618328,-70.51809736,-70.51809735999996,44.18618328000008
REM00748,OLD STORES,DIS #181,"OLD ROUTE 3, BRANCH MILLS",PALERMO,WALDO,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.40792746,-69.47279693,-69.47279692999996,44.40792746000005
REM00749,WILNER WOOD PRODUCTS CO.,,11 ALPINE STREET (S. PARIS),PARIS,OXFORD,UNCONTROLLED SITES,9,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/22/2012,44.222194,-70.525418,-70.52541799999995,44.22219400000006
REM00750,OLD GLORY FURNITURE CO.,,5 PORTER STREET (S. PARIS),PARIS,OXFORD,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,8/28/2008,44.231615,-70.51504,-70.51503999999994,44.23161500000003
REM00752,A. C. LAWRENCE CO. LAGOONS,,OXFORD STREET,PARIS,OXFORD,UNCONTROLLED SITES,5.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/7/2008,44.21216198,-70.51461121,-70.51461120999994,44.212161980000076
REM00754,ABANDONED TANKS STORAGE PROPERTY,,UNPAVED ACCESS RD FROM OXFORD ST.,PARIS,OXFORD,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,44.20584136,-70.51912421,-70.51912420999997,44.20584136000008
REM00755,G&L MACHINE,H & L MACHINE; PERFECT STICH EMBROIDERY,191 PARK STREET,PARIS,OXFORD,UNCONTROLLED SITES,1.67,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/2/2003,44.23775436,-70.51333004,-70.51333003999997,44.237754360000054
REM00755,G&L MACHINE,H & L MACHINE; PERFECT STICH EMBROIDERY,191 PARK STREET,PARIS,OXFORD,VRAP,1.67,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/2/2003,44.23775436,-70.51333004,-70.51333003999997,44.237754360000054
REM00757,"INDUSTRIAL BOX & LUMBER, INC",,OLD ELM ST. EXT (KEZAR FALLS),PARSONSFIELD,YORK,UNCONTROLLED SITES,40,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/10/2019,43.802024,-70.897891,-70.89789099999996,43.802024000000074
REM00758,"GTE PRODUCT, INC.",,"227 FEDERAL ROAD, ROUTE 25, MAP U-1, LOT 1",PARSONSFIELD,YORK,UNCONTROLLED SITES,7,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,8/15/2017,43.80410067,-70.86820616,-70.86820615999994,43.804100670000025
REM00759,GAS STATION,DIS # 207,ROUTE 1,PEMBROKE,WASHINGTON,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/28/2008,44.94981842,-67.17769251,-67.17769250999999,44.94981842000004
REM00760,DUGA PROPERTY,,,PEMBROKE,WASHINGTON,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/29/2004,44.94730339,-67.17501652,-67.17501651999999,44.94730339000006
REM00761,LORING COMMUNICATIONS ANNEX,,MOUSEM ROAD,PERHAM,AROOSTOOK,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,46.85156699,-68.23164635,-68.23164634999995,46.85156699000004
REM00761,LORING COMMUNICATIONS ANNEX,,MOUSEM ROAD,PERHAM,AROOSTOOK,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,7/8/2008,46.85156699,-68.23164635,-68.23164634999995,46.85156699000004
REM00762,ARGENTA CORPORATION,,,PERRY,WASHINGTON,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),6/30/2020,44.939002,-67.064511,-67.06451099999998,44.93900200000007
REM00763,FORT POPHAM,,,PHIPPSBURG,SAGADAHOC,FEDERAL FACILITIES,7.58,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/31/1949,43.7546931,-69.78401512,-69.78401511999994,43.754693100000054
REM00764,FORT BALDWIN FIRE CONTROL STATION,,,PHIPPSBURG,SAGADAHOC,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/28/2008,43.7506065,-69.78910095,-69.78910094999998,43.75060650000006
REM00764,FORT BALDWIN FIRE CONTROL STATION,,,PHIPPSBURG,SAGADAHOC,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,8/28/2008,43.7506065,-69.78910095,-69.78910094999998,43.75060650000006
REM00765,EDWARD CO (UNIT OF GENERAL SIGNAL CORP),UTC-PITTSFIELD,MAIN STREET,PITTSFIELD,SOMERSET,UNCONTROLLED SITES,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/11/2016,44.785224,-69.380445,-69.38044499999995,44.78522400000003
REM00766,HOWS CORNER,"HOWS CORNER SUPERFUND SITE, WEST SITE HOWS CORNER, WEST SITE - PLYMOUTH",SAWYER ROAD,PLYMOUTH,PENOBSCOT,SUPERFUND,17,TRUE,REMEDIATION STAGE,ONGOING,1/24/2010,44.740391,-69.182448,-69.18244799999997,44.740391000000045
REM00766,HOWS CORNER,"HOWS CORNER SUPERFUND SITE, WEST SITE HOWS CORNER, WEST SITE - PLYMOUTH",SAWYER ROAD,PLYMOUTH,PENOBSCOT,UNCONTROLLED SITES,17,TRUE,REMEDIATION STAGE,ONGOING,1/24/2010,44.740391,-69.182448,-69.18244799999997,44.740391000000045
REM00767,BURT COMPANY,BURT COMPANY & ADJACENT VACANT PROPERTY,1 CAMBRIDGE STREET & 21 CORNELL STREET,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,4.53,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),12/20/2015,43.68772384,-70.28853605,-70.28853604999995,43.68772384000005
REM00768,MERRILL TRANSPORT COMPANY,,1037 FOREST AVENUE,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,43.68318347,-70.29000616,-70.29000615999996,43.683183470000074
REM00907,MAINE COASTAL SERVICES,,601 DANFORTH STREET,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,5/22/2008,43.64456227,-70.27639846,-70.27639845999994,43.64456227000005
REM00771,KOPPERS CO. (PORTLAND PLANT),,23 BEACH STREET,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/1/2009,43.645822,-70.262081,-70.26208099999997,43.64582200000007
REM00772,PORTLAND GAS WORKS,,40 WEST COMMERCIAL STREET,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,9/5/2019,43.644565,-70.26104,-70.26103999999998,43.64456500000006
REM00772,PORTLAND GAS WORKS,,40 WEST COMMERCIAL STREET,PORTLAND,CUMBERLAND,VRAP,,FALSE,INVESTIGATION STAGE,ONGOING,9/5/2019,43.644565,-70.26104,-70.26103999999998,43.64456500000006
REM00773,BROWN COMPANY,,404 COMMERCIAL STREET,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/1/2009,43.64898822,-70.2556371,-70.25563709999994,43.648988220000035
REM00774,WOODFORDS WEST-EDUCATION CTR.,WEST SCHOOL/DOUGHERTY COMMONS,91 AND 43 DOUGLASS STREET,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,5.15,FALSE,REMEDIATION STAGE,ONGOING,10/5/2023,43.657648,-70.286519,-70.28651899999994,43.65764800000005
REM00775,"LOUIS MACK, INC.",,750 WARREN AVENUE,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,8,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/2/2018,43.68513721,-70.33050116,-70.33050115999998,43.68513721000005
REM00776,PINE TREE SHOPPING CENTER,,BRIGHTON AVENUE,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,20,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/16/2009,43.67404626,-70.32474339,-70.32474338999998,43.67404626000007
REM00777,E. PERRY SCRAP,,9 SOMERSET STREET & 115 LANCASTER STREET,PORTLAND,CUMBERLAND,UNCONTROLLED SITES,2.5,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),7/8/2008,43.66195048,-70.25998492,-70.25998491999997,43.66195048000003
REM00778,FORT LEVETT,,CUSHING ISLAND,PORTLAND,CUMBERLAND,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/1/2009,43.640356,-70.200449,-70.20044899999994,43.640356000000054
