X,Y,OBJECTID,SITENUMBER,SITENAME,SITEALIAS,STREET_ADDRESS,MCDTOWN,COUNTY,PROGRAM,AREA_ACRES,IC_CONTROLS,STATUS,SUBSTATUS,STATUS_DATE,LATDD,LONGDD
-70.292656,44.454952,1697,REM00067,CANTON MUNICIPAL LANDFILL,,JONES RD,CANTON,OXFORD,LANDFILL CLOSURE,6,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,44.454952,-70.292656
-70.025457,45.3696860000001,1698,REM00069,"CARATUNK, FORKS, & WEST FORKS MUNICIPAL LANDFILL",,LOWER ENCHANTED RD OFF RT 201,WEST FORKS PLT,SOMERSET,LANDFILL CLOSURE,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1950/01/01 00:00:00+00,45.369686,-70.025457
-70.4498580599999,44.62107611,1699,REM00071,CARTHAGE MUNICIPAL LANDFILL,,RT 142,CARTHAGE,FRANKLIN,LANDFILL CLOSURE,2.5,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2004/07/31 00:00:00+00,44.62107611,-70.44985806
-70.54492441,43.99056811,1700,REM00072,CASCO MUNICIPAL LANDFILL,,LEECH HILL RD,CASCO,CUMBERLAND,LANDFILL CLOSURE,7,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1992/07/31 00:00:00+00,43.99056811,-70.54492441
-68.80321573,44.42339256,1701,REM00073,CASTINE MUNICIPAL LANDFILL,,RT 166A,CASTINE,HANCOCK,LANDFILL CLOSURE,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,44.42339256,-68.80321573
-69.07678741,45.07472476,1702,REM00074,CHARLESTON MUNICIPAL LANDFILL,,ROUTE 15,CHARLESTON,PENOBSCOT,LANDFILL CLOSURE,6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.07472476,-69.07678741
-69.7050869999999,44.2434250000001,1703,REM00076,CHELSEA MUNICIPAL LANDFILL,CHELSEA DUMP,SEARLS MILL ROAD,CHELSEA,KENNEBEC,LANDFILL CLOSURE,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1997/07/31 00:00:00+00,44.243425,-69.705087
-69.422456,46.0630630000001,1704,REM00080,CHESUNCOOK MUNICIPAL LANDFILL,,TRAIL 3/4 MILE WEST OF VILLAGE,CHESUNCOOK TWP,PISCATAQUIS,LANDFILL CLOSURE,0.1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,46.063063,-69.422456
-69.5237469699999,44.4240006300001,1705,REM00081,CHINA MUNICIPAL LANDFILL,,ALDER PARK RD,CHINA,KENNEBEC,LANDFILL CLOSURE,5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,44.42400063,-69.52374697
-70.8029299999999,45.3786220000001,1706,REM00083,COBURN GORE MUNICIPAL LANDFILL,,ROUTE 27,COBURN GORE,FRANKLIN,LANDFILL CLOSURE,0.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1985/07/31 00:00:00+00,45.378622,-70.80293
-67.6855955899999,45.4457689400001,1707,REM00084,CODYVILLE MUNICIPAL LANDFILL,,RT 6,CODYVILLE TWP,WASHINGTON,LANDFILL CLOSURE,1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,45.44576894,-67.68559559
-67.9834951299999,46.96902355,1708,REM00086,CONNOR TWP. MUNICIPAL LANDFILL,,BEAULIEU RD,CONNOR TWP,AROOSTOOK,LANDFILL CLOSURE,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,46.96902355,-67.98349513
-67.4591819999999,44.9917540000001,1709,REM00087,COOPER MUNICIPAL LANDFILL,,RT 191,COOPER,WASHINGTON,LANDFILL CLOSURE,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,44.991754,-67.459182
-69.00308238,44.9688368600001,1710,REM00089,CORINTH MUNICIPAL LANDFILL,CORINTH DUMP,NOTCH RD,CORINTH,PENOBSCOT,LANDFILL CLOSURE,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2014/10/31 00:00:00+00,44.96883686,-69.00308238
-70.845218,43.8062,1711,REM00090,CORNISH MUNICIPAL LANDFILL,,RTE 25/OSSIPEE RIVER,CORNISH,YORK,LANDFILL CLOSURE,5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,43.8062,-70.845218
-69.65602,44.832118,1712,REM00091,CORNVILLE MUNICIPAL LANDFILL,,HUFF RD,CORNVILLE,SOMERSET,LANDFILL CLOSURE,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,44.832118,-69.65602
-70.1238329999999,43.7323930000001,1713,REM00092,CHEBEAGUE ISLAND LANDFILL,,CHEBEAGUE ISLAND NORTH RD,CHEBEAGUE ISLAND,CUMBERLAND,LANDFILL CLOSURE,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,43.732393,-70.123833
-70.24923602,43.7883625700001,1714,REM00093,DROWNE RD. LANDFILL,,DROWNE RD,CUMBERLAND,CUMBERLAND,LANDFILL CLOSURE,8,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2014/05/09 00:00:00+00,43.78836257,-70.24923602
-69.4869914299999,44.0384244900001,1715,REM00095,DAMARISCOTTA MUNICIPAL LANDFILL,,STANDPIPE RD,DAMARISCOTTA,LINCOLN,LANDFILL CLOSURE,4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1987/07/31 00:00:00+00,44.03842449,-69.48699143
-67.8832387699999,45.6697286500001,1716,REM00096,DANFORTH MUNICIPAL LANDFILL (NEW),,MAPLE ST,DANFORTH,WASHINGTON,LANDFILL CLOSURE,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,45.66972865,-67.88323877
-67.88211498,45.6686371100001,1717,REM00097,DANFORTH MUNICIPAL LANDFILL (OLD),,MAPLE ST,DANFORTH,WASHINGTON,LANDFILL CLOSURE,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.66863711,-67.88211498
-70.61024437,43.54636485,1718,REM00098,DAYTON MUNICIPAL LANDFILL,,RT 5/RUMMERY RD.,DAYTON,YORK,LANDFILL CLOSURE,2.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,43.54636485,-70.61024437
-70.4049730899999,44.5302325700001,1719,REM00103,DIXFIELD MUNICIPAL LANDFILL,,RT 2 (MAIN STREET),DIXFIELD,OXFORD,LANDFILL CLOSURE,3.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1981/07/31 00:00:00+00,44.53023257,-70.40497309
-68.6097541199999,47.0406146600001,1720,REM00106,EAGLE LAKE MUNICIPAL LANDFILL,,CONVENT RD,EAGLE LAKE,AROOSTOOK,LANDFILL CLOSURE,3,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1997/07/31 00:00:00+00,47.04061466,-68.60975412
-68.5889604499999,45.6324889200001,1721,REM00108,EAST MILLINOCKET MUNICIPAL LANDFILL,,CHURCH ST.,EAST MILLINOCKET,PENOBSCOT,LANDFILL CLOSURE,2.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.63248892,-68.58896045
-68.2660901,44.64862664,1722,REM00109,EASTBROOK MUNICIPAL LANDFILL,,RT 200/EASTBROOK RD.,EASTBROOK,HANCOCK,LANDFILL CLOSURE,1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,44.64862664,-68.2660901
-67.8672316999999,46.65653145,1723,REM00110,EASTON MUNICIPAL LANDFILL,,HOULTON RD (RT 1A & 165),EASTON,AROOSTOOK,LANDFILL CLOSURE,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,46.65653145,-67.8672317
-68.4092647699999,44.5582022400001,1724,REM00113,ELLSWORTH MUNICIPAL LANDFILL,,STABAWL RD/UNION ST.,ELLSWORTH,HANCOCK,LANDFILL CLOSURE,19.4,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,44.55820224,-68.40926477
-70.4224752499999,45.16770402,1725,REM00115,EUSTIS MUNICIPAL LANDFILL,,SCHOOL ST/OLD DEAD RIVER RD,BIGELOW TWP,SOMERSET,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1991/07/31 00:00:00+00,45.16770402,-70.42247525
-69.6050703399999,44.5961983500001,1726,REM00117,MAPLE ST. LANDFILL,,MAPLE ST,FAIRFIELD,SOMERSET,LANDFILL CLOSURE,18,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,44.59619835,-69.60507034
-69.65980992,44.6349871300001,1727,REM00118,GREEN ST. STUMP DUMP,,GREEN ST,FAIRFIELD,SOMERSET,LANDFILL CLOSURE,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,44.63498713,-69.65980992
-68.51794504,47.24272511,1728,REM00123,FORT KENT MUNICIPAL LANDFILL,FORT KENT DUMP,NORTH PERLEY BROOK ROAD,FORT KENT,AROOSTOOK,UNCONTROLLED SITES,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,47.24272511,-68.51794504
-68.2583582299999,44.59495336,1729,REM00124,FRANKLIN MUNICIPAL LANDFILL,FRANKLIN DUMP,RT 200,FRANKLIN,HANCOCK,LANDFILL CLOSURE,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,44.59495336,-68.25835823
-69.32059608,44.49879495,1730,REM00125,FREEDOM MUNICIPAL LANDFILL,,BEAVER HILL RD/DUMP RD.,FREEDOM,WALDO,LANDFILL CLOSURE,2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,44.49879495,-69.32059608
-70.12926691,43.87212822,1731,REM00127,FREEPORT MUNICIPAL LANDFILL -OLD,,POWNAL RD,FREEPORT,CUMBERLAND,LANDFILL CLOSURE,7.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,43.87212822,-70.12926691
-70.13555037,43.8634256500001,1732,REM00128,FREEPORT  DEMO DEBRIS LANDFILL,,POWNAL RD,FREEPORT,CUMBERLAND,LANDFILL CLOSURE,0.1,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2004/07/31 00:00:00+00,43.86342565,-70.13555037
-68.360065,44.117936,1733,REM00129,FRENCHBORO MUNICIPAL LANDFILL,,NEAR LUNT HARBOR,FRENCHBORO,HANCOCK,LANDFILL CLOSURE,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1998/07/31 00:00:00+00,44.117936,-68.360065
-69.4241039999999,45.655945,1734,REM00130,FRENCHTOWN MUNICIPAL LANDFILL,,FRENCHTOWN RD,FRENCHTOWN TWP,PISCATAQUIS,LANDFILL CLOSURE,0.03,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.655945,-69.424104
-69.2833583399999,44.0293211700001,1735,REM00132,FRIENDSHIP MUNICIPAL LANDFILL,,FINNTOWN RD,FRIENDSHIP,KNOX,LANDFILL CLOSURE,4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1992/07/31 00:00:00+00,44.02932117,-69.28335834
-70.968513,44.395717,1736,REM00136,GILEAD MUNICIPAL LANDFILL,,RT 2,GILEAD,OXFORD,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,44.395717,-70.968513
-70.45286,43.7258560000001,1737,REM00138,GORHAM MUNICIPAL LANDFILL,"SEE CDD LANDFILL NEXTDOOR, SEPARATE REM00139",80 HUSTON RD,GORHAM,CUMBERLAND,LANDFILL CLOSURE,3,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1983/07/31 00:00:00+00,43.725856,-70.45286
-70.45185047,43.7277589500001,1738,REM00139,GORHAM DEMO DEBRIS LANDFILL,E-FILES SAVED UNDER MLF REM00138,80 HUSTON RD,GORHAM,CUMBERLAND,LANDFILL CLOSURE,5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2023/02/27 00:00:00+00,43.72775895,-70.45185047
-68.14159161,47.26642192,1739,REM00140,GRAND ISLE MUNICIPAL LANDFILL,,DOUCHETTE RD.,GRAND ISLE,AROOSTOOK,LANDFILL CLOSURE,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,47.26642192,-68.14159161
-67.7524850899999,45.1877715700001,1740,REM00141,GRAND LAKE STREAM PLANTATION MUNICIPAL LANDFILL,GRAND LAKE STREAM DUMP,MILFORD STREET,GRAND LAKE STREAM PLT,WASHINGTON,LANDFILL CLOSURE,2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.18777157,-67.75248509
-70.3478459999999,43.897386,1741,REM00142,GRAY MUNICIPAL LANDFILL,,SEAGULL DR/RT 26,GRAY,CUMBERLAND,UNCONTROLLED SITES,11,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2020/10/15 00:00:00+00,43.897386,-70.347846
-70.3478459999999,43.897386,1742,REM00142,GRAY MUNICIPAL LANDFILL,,SEAGULL DR/RT 26,GRAY,CUMBERLAND,LANDFILL CLOSURE,11,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2020/10/15 00:00:00+00,43.897386,-70.347846
-69.6507709699999,45.4395230700001,1743,REM00147,GREENVILLE MUNICIPAL LANDFILL -NEW,,DYER RD,GREENVILLE,PISCATAQUIS,LANDFILL CLOSURE,4,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),2004/07/31 00:00:00+00,45.43952307,-69.65077097
-70.692288,44.397569,1744,REM00148,GREENWOOD MUNICIPAL LANDFILL,,RT 219,GREENWOOD,OXFORD,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1985/07/31 00:00:00+00,44.397569,-70.692288
-70.6480999999999,44.3200000000001,1745,REM00149,GREENWOOD STUMP DUMP,,RT 219 -  WEST PARIS ROAD,GREENWOOD,OXFORD,LANDFILL CLOSURE,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,44.32,-70.6481
-69.39011776,45.1564580200001,1746,REM00150,GUILFORD MUNICIPAL LANDFILL,,MCPHETRES RD/RT 150,PARKMAN,PISCATAQUIS,LANDFILL CLOSURE,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,45.15645802,-69.39011776
-69.8167119999999,44.298122,1747,REM00151,HALLOWELL MUNICIPAL LANDFILL,,TOWN FARM RD,HALLOWELL,KENNEBEC,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1978/07/31 00:00:00+00,44.298122,-69.816712
-69.57216692,44.9982592000001,1748,REM00154,HARMONY MUNICIPAL LANDFILL,,RT154/WELLINGTON RD.,HARMONY,SOMERSET,LANDFILL CLOSURE,1.2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,44.9982592,-69.57216692
-70.61066241,44.15359246,1749,REM00159,HARRISON DEMO DEBRIS LANDFILL,,UPTON RD,HARRISON,CUMBERLAND,LANDFILL CLOSURE,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1997/07/31 00:00:00+00,44.15359246,-70.61066241
-69.487141,44.893895,1750,REM00161,HARTLAND  MUNICIPAL LANDFILL,,RTE 43 & 151,HARTLAND,SOMERSET,LANDFILL CLOSURE,4.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1999/07/31 00:00:00+00,44.893895,-69.487141
-69.4649660699999,44.8846812,1751,REM00162,HARTLAND SLUDGE LANDFILL (PHASE I),,RTE 43,HARTLAND,SOMERSET,LANDFILL CLOSURE,7.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2022/09/28 00:00:00+00,44.8846812,-69.46496607
-69.463964,44.8844560000001,1752,REM00163,HARTLAND SLUDGE LANDFILL (PHASE II),,RTE 43,HARTLAND,SOMERSET,LANDFILL CLOSURE,2,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,2019/01/01 00:00:00+00,44.884456,-69.463964
-70.37235642,44.22975662,1753,REM00165,HEBRON MUNICIPAL LANDFILL,,GOODRICH RD,HEBRON,OXFORD,LANDFILL CLOSURE,5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,44.22975662,-70.37235642
-70.0783780799999,45.0543166900001,1754,REM00167,HIGHLAND PLT. MUNICIPAL LANDFILL,,LONG FALLS DAM RD,HIGHLAND PLT,SOMERSET,LANDFILL CLOSURE,0.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,45.05431669,-70.07837808
-67.6336848,45.2448400000001,1755,REM00172,INDIAN TOWNSHIP MUNICIPAL LANDFILL,,GRAND LAKE STREAM RD,INDIAN TWP RES,WASHINGTON,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,45.24484,-67.6336848
-70.524604,43.374244,1756,REM00182,KENNEBUNK MUNICIPAL LANDFILL (PHASE I),,SEA ST,KENNEBUNK,YORK,UNCONTROLLED SITES,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1987/07/31 00:00:00+00,43.374244,-70.524604
-70.524604,43.374244,1757,REM00182,KENNEBUNK MUNICIPAL LANDFILL (PHASE I),,SEA ST,KENNEBUNK,YORK,LANDFILL CLOSURE,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1987/07/31 00:00:00+00,43.374244,-70.524604
-70.5259609999999,43.374441,1758,REM00183,KENNEBUNK MUNICIPAL LANDFILL (PHASE II),,SEA ST,KENNEBUNK,YORK,UNCONTROLLED SITES,27,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,43.374441,-70.525961
-70.5259609999999,43.374441,1759,REM00183,KENNEBUNK MUNICIPAL LANDFILL (PHASE II),,SEA ST,KENNEBUNK,YORK,LANDFILL CLOSURE,27,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,43.374441,-70.525961
-70.75213236,43.1202078000001,1760,REM00186,KITTERY MUNICIPAL LANDFILL,KITTERY TOWN DUMP,PICOTT ROAD,KITTERY,YORK,UNCONTROLLED SITES,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,43.1202078,-70.75213236
-67.51874851,45.5466813400001,1761,REM00189,LAMBERT LAKE MUNICIPAL LANDFILL,,RTE 6,LAMBERT LAKE TWP,WASHINGTON,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1987/07/31 00:00:00+00,45.54668134,-67.51874851
-70.181687,44.045555,1762,REM00191,LAWPCA SLUDGE LANDFILL,,RIVER RD,LEWISTON,ANDROSCOGGIN,LANDFILL CLOSURE,15,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,44.045555,-70.181687
-69.3817089999999,44.392573,1763,REM00196,LIBERTY MUNICIPAL LANDFILL,,UPPER HOSTILE VALLEY RD.,LIBERTY,WALDO,LANDFILL CLOSURE,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,44.392573,-69.381709
-69.50497282,45.6083493100001,1764,REM00197,LILY BAY MUNICIPAL LANDFILL,,LILY BAY RD,LILY BAY TWP,PISCATAQUIS,LANDFILL CLOSURE,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.60834931,-69.50497282
-70.76091144,43.6915782300001,1765,REM00198,LIMERICK MUNICIPAL LANDFILL,,PICKEREL POND RD,LIMERICK,YORK,UNCONTROLLED SITES,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,43.69157823,-70.76091144
-70.76091144,43.6915782300001,1766,REM00198,LIMERICK MUNICIPAL LANDFILL,,PICKEREL POND RD,LIMERICK,YORK,LANDFILL CLOSURE,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,43.69157823,-70.76091144
-70.690753,43.735667,1767,REM00199,LIMINGTON MUNICIPAL LANDFILL,,PINE HILL ROAD,LIMINGTON,YORK,LANDFILL CLOSURE,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,43.735667,-70.690753
-70.943639,44.9158810000001,1768,REM00201,LINCOLN PLANTATION MUNICIPAL LANDFILL,,RTE 16,LINCOLN PLT,OXFORD,LANDFILL CLOSURE,0.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1992/07/31 00:00:00+00,44.915881,-70.943639
-70.134877,44.0186390000001,1769,REM00202,LISBON MUNICIPAL LANDFILL (NEW),PINEWOODS ROAD LANDFILL/LISBON TOWN DUMP,PINEWOODS ROAD,LISBON,ANDROSCOGGIN,UNCONTROLLED SITES,15,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1999/07/31 00:00:00+00,44.018639,-70.134877
-67.8845249399999,46.26408101,1770,REM00205,LITTLETON MUNICIPAL LANDFILL,LITTLETON DUMP,WEST RIDGE ROAD,LITTLETON,AROOSTOOK,UNCONTROLLED SITES,7.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,46.26408101,-67.88452494
-70.254512,44.373005,1771,REM00206,LIVERMORE MUNICIPAL LANDFILL,,RTE 4,LIVERMORE,ANDROSCOGGIN,LANDFILL CLOSURE,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,44.373005,-70.254512
-70.159127,44.4299120000001,1772,REM00207,LIVERMORE FALLS MUNICIPAL LANDFILL,,OFF RTE 133/DIAMOND RD.,LIVERMORE FALLS,ANDROSCOGGIN,LANDFILL CLOSURE,7.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1993/07/31 00:00:00+00,44.429912,-70.159127
-66.9924799999999,44.8075830000001,1773,REM00208,LUBEC MUNICIPAL LANDFILL,,SOUTH LUBEC RD,LUBEC,WASHINGTON,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1996/07/31 00:00:00+00,44.807583,-66.99248
-67.41013779,44.6808199000001,1774,REM00210,MACHIASPORT MUNICIPAL LANDFILL,,MACHIAS RD,MACHIASPORT,WASHINGTON,LANDFILL CLOSURE,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1998/07/31 00:00:00+00,44.6808199,-67.41013779
-68.3466733499999,45.5160714900001,1775,REM00215,MATTAWAMKEAG MUNICIPAL LANDFILL,,DEPOT ROAD,MATTAWAMKEAG,PENOBSCOT,UNCONTROLLED SITES,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.51607149,-68.34667335
-67.385031,45.018832,1776,REM00217,MEDDYBEMPS MUNICIPAL LANDFILL,,RTE 191,MEDDYBEMPS,WASHINGTON,LANDFILL CLOSURE,2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1994/07/31 00:00:00+00,45.018832,-67.385031
-68.5354674399999,45.61784878,1777,REM00218,MEDWAY MUNICIPAL LANDFILL,MEDWAY DUMP,RTE 11,MEDWAY,PENOBSCOT,LANDFILL CLOSURE,0.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1980/07/31 00:00:00+00,45.61784878,-68.53546744
-67.87333613,44.5644083400001,1778,REM00221,MILBRIDGE MUNICIPAL LANDFILL,,RTE 1A,MILBRIDGE,WASHINGTON,LANDFILL CLOSURE,2.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1986/07/31 00:00:00+00,44.56440834,-67.87333613
-68.55833,44.9438910000001,1779,REM00222,MILFORD MUNICIPAL LANDFILL,,COUNTY RD,MILFORD,PENOBSCOT,LANDFILL CLOSURE,4.9,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1995/07/31 00:00:00+00,44.943891,-68.55833
